focus_session_length_minutes,break_frequency_per_hour,after_hours_activity_minutes,communication_sentiment_score,department,wellness_label
50.4,0.91,23.8,0.646,engineering,Healthy
25.9,0.16,25.3,0.247,product,Stressed
4.2,0.62,79.0,0.534,marketing,Stressed
48.8,1.25,5.5,0.771,product,Healthy
45.3,0.76,97.3,0.445,product,Stressed
27.4,0.33,117.1,0.432,product,Burnout
40.2,1.0,0,0.902,product,Healthy
51.7,0.85,13.4,0.73,hr,Healthy
70.7,1.74,10.8,0.792,marketing,Healthy
42.9,0.55,64.6,0.638,sales,Stressed
14.1,0.18,33.5,0.405,marketing,Burnout
51.4,1.09,1.8,0.884,engineering,Healthy
29.6,0.83,41.3,0.752,marketing,Stressed
22.8,0.35,96.6,0.55,engineering,Stressed
47.3,0.41,55.5,0.566,product,Stressed
30.7,0.19,57.1,0.472,product,Stressed
9.6,0.17,84.8,0.258,sales,Burnout
49.2,0.38,91.0,0.617,sales,Stressed
42.3,1.34,20.1,0.742,sales,Healthy
47.4,0.98,14.1,0.698,marketing,Healthy
15.8,0.12,85.3,0.496,sales,Burnout
48.4,0.21,57.3,0.797,product,Stressed
12.4,0.3,1.4,0.385,engineering,Burnout
12.2,0.3,40.1,0.242,sales,Stressed
31.3,1.71,14.1,0.795,sales,Healthy
17.3,0.24,138.8,0.324,marketing,Burnout
35.8,1.09,30.1,0.645,marketing,Healthy
53.0,1.31,27.6,0.815,hr,Healthy
10.9,0.3,76.7,0.303,hr,Burnout
20.3,0.24,82.8,0.252,sales,Burnout
35.1,0.46,36.7,0.588,hr,Stressed
55.3,1.48,21.7,0.652,sales,Healthy
7.6,0.21,38.6,0.509,hr,Burnout
33.3,0.52,49.7,0.477,hr,Stressed
53.8,0.28,71.2,0.367,product,Stressed
22.3,0.27,30.8,0.154,hr,Stressed
37.4,1.21,40.1,0.654,product,Healthy
57.5,1.54,17.3,0.858,product,Healthy
24.4,0.18,120.8,0.383,engineering,Burnout
34.6,0.55,80.9,0.451,hr,Stressed
32.1,0.33,108.0,0.377,hr,Stressed
27.9,0.45,67.5,0.738,engineering,Stressed
14.5,0.21,119.1,0.425,hr,Burnout
20.0,0.72,19.6,0.491,sales,Stressed
48.4,1.2,8.8,0.797,product,Healthy
16.2,0.6,33.2,0.578,engineering,Stressed
56.3,1.03,11.9,0.825,product,Healthy
29.9,0.62,98.9,0.486,sales,Stressed
43.5,0.47,87.6,0.627,engineering,Stressed
17.6,1.42,16.9,0.734,hr,Healthy
44.7,1.02,0,0.812,hr,Healthy
30.0,0.44,37.1,0.385,sales,Stressed
54.3,1.23,31.0,0.767,marketing,Healthy
26.4,0.79,58.9,0.408,engineering,Stressed
40.3,1.8,16.4,0.856,marketing,Healthy
23.2,0.07,118.4,0.413,hr,Burnout
49.0,0.93,13.4,0.924,hr,Healthy
7.5,0.07,23.0,0.387,marketing,Stressed
40.4,0.95,97.7,0.34,product,Stressed
40.3,0.69,38.7,0.49,marketing,Stressed
57.7,1.57,0,0.732,hr,Healthy
25.3,0.08,137.1,0.333,hr,Burnout
43.0,0.59,43.4,0.647,hr,Stressed
70.1,1.37,4.6,0.786,product,Healthy
33.2,0.22,85.6,0.429,hr,Stressed
43.3,0.67,70.8,0.405,marketing,Stressed
36.0,0.14,79.1,0.126,product,Burnout
3.8,0.13,121.3,0.41,product,Burnout
19.9,0.32,31.8,0.338,product,Burnout
28.4,0.27,68.5,0.411,product,Burnout
42.2,1.15,12.1,0.779,sales,Healthy
44.8,0.43,40.8,0.302,marketing,Stressed
54.3,0.78,28.2,0.908,marketing,Healthy
23.8,0.19,58.3,0.275,hr,Burnout
56.2,1.16,20.4,0.789,sales,Healthy
22.4,0.39,74.8,0.46,marketing,Stressed
12.5,0.25,64.2,0.248,engineering,Burnout
24.1,0.37,73.9,0.646,product,Stressed
56.1,1.21,11.9,0.869,marketing,Healthy
46.6,1.55,1.2,0.563,marketing,Healthy
50.7,0.89,4.9,0.855,sales,Healthy
32.0,0.29,53.0,0.58,product,Stressed
43.7,0.95,56.2,0.614,product,Stressed
30.8,0.21,120.0,0.368,hr,Burnout
35.8,1.56,12.0,0.774,engineering,Healthy
27.2,0.6,88.2,0.541,product,Stressed
44.8,0.46,54.1,0.259,sales,Stressed
44.9,0.33,27.9,0.98,engineering,Stressed
36.0,0.89,27.8,0.885,hr,Healthy
10.4,0.26,127.0,0.271,engineering,Burnout
46.6,1.16,20.0,0.876,engineering,Healthy
38.4,1.65,4.0,0.805,engineering,Healthy
23.5,0.59,81.4,0.209,product,Stressed
17.5,0.92,43.5,0.627,product,Stressed
56.0,1.08,13.1,0.846,engineering,Healthy
64.4,1.62,9.9,0.68,engineering,Healthy
23.6,0.71,74.4,0.673,marketing,Stressed
24.4,0.61,56.3,0.658,hr,Stressed
15.5,0.12,99.7,0.191,marketing,Burnout
18.0,0.02,55.4,0.257,sales,Burnout
50.6,0.86,75.2,0.477,hr,Stressed
64.9,1.66,13.0,0.739,engineering,Healthy
57.6,0.81,25.1,0.858,sales,Healthy
36.3,1.45,8.3,0.594,marketing,Healthy
51.0,1.74,20.5,0.767,sales,Healthy
31.1,0.46,39.1,0.467,marketing,Stressed
42.0,1.03,19.3,0.794,product,Healthy
16.5,0.25,3.8,0.284,hr,Burnout
45.9,0.05,83.6,0.718,sales,Stressed
27.4,0.16,136.8,0.367,hr,Burnout
55.1,1.58,17.8,0.713,product,Healthy
39.1,0.39,58.2,0.48,product,Stressed
23.1,0.34,77.2,0.848,marketing,Stressed
50.7,1.44,20.8,0.882,hr,Healthy
21.2,0.05,63.6,0.305,product,Burnout
30.4,0.26,46.8,0.307,sales,Burnout
7.7,0.5,98.9,0.614,product,Stressed
49.2,0.54,42.3,0.604,sales,Stressed
19.3,0.09,100.1,0.289,marketing,Burnout
34.2,0.94,11.5,0.775,product,Healthy
52.7,0.76,8.7,0.769,sales,Healthy
34.9,1.38,11.1,0.895,engineering,Healthy
56.2,1.46,28.4,0.746,engineering,Healthy
19.7,0.38,54.4,0.773,marketing,Stressed
33.1,1.34,24.3,0.794,hr,Healthy
35.5,0.31,0,0.631,marketing,Stressed
38.0,0.58,74.2,0.441,hr,Stressed
29.7,0.32,104.6,0.451,product,Stressed
32.9,0.62,71.6,0.521,product,Stressed
60.2,1.14,38.7,0.765,sales,Healthy
48.4,0.87,23.3,0.688,marketing,Healthy
26.3,0.27,105.8,0.309,product,Burnout
18.0,0.37,79.4,0.327,marketing,Burnout
55.0,1.44,15.7,0.842,engineering,Healthy
42.6,1.98,14.4,0.918,marketing,Healthy
17.3,0.19,70.2,0.462,product,Burnout
16.3,0.16,59.7,0.253,hr,Burnout
20.8,0.3,52.9,0.354,product,Burnout
17.6,0.08,84.4,0.367,engineering,Burnout
55.8,1.23,15.1,0.967,product,Healthy
27.2,0.18,23.0,0.216,engineering,Burnout
17.5,0.18,132.0,0.293,hr,Burnout
12.1,0.28,71.0,0.117,marketing,Burnout
64.0,1.16,22.0,0.929,hr,Healthy
13.5,0.71,91.2,0.504,engineering,Stressed
67.4,1.84,14.8,0.822,product,Healthy
32.9,0.27,55.8,0.256,hr,Burnout
47.4,0.87,19.6,0.672,sales,Healthy
55.1,0.86,8.2,0.757,engineering,Healthy
25.4,0.2,49.2,0.392,sales,Burnout
62.5,0.31,41.4,0.35,marketing,Stressed
50.3,1.3,23.1,0.744,marketing,Healthy
61.2,1.21,13.9,0.995,marketing,Healthy
14.8,0.18,90.9,0.305,sales,Burnout
38.1,0.26,9.5,0.535,engineering,Stressed
20.6,0.31,184.3,0.372,hr,Burnout
0.3,0.07,140.1,0.107,sales,Burnout
23.7,0.2,77.8,0.301,product,Burnout
20.5,0.25,140.1,0.337,hr,Burnout
55.1,1.19,16.1,0.745,product,Healthy
10.6,0.2,17.0,0.275,product,Burnout
0,0.2,66.3,0.155,sales,Burnout
42.7,0.95,0,0.768,marketing,Healthy
46.7,0.45,25.5,0.577,hr,Stressed
19.3,0.58,81.1,0.329,marketing,Stressed
34.4,1.62,10.8,0.809,sales,Healthy
25.6,0.22,77.9,0.341,hr,Burnout
16.5,0.17,75.8,0.188,engineering,Burnout
20.4,0.11,50.1,0.492,marketing,Burnout
65.2,1.22,26.9,0.966,marketing,Healthy
47.5,0.77,93.5,0.429,sales,Stressed
45.3,0.62,48.8,0.608,engineering,Stressed
38.7,1.07,16.7,0.797,sales,Healthy
42.7,0.45,33.2,0.387,engineering,Stressed
25.2,0.53,92.2,0.573,engineering,Stressed
17.0,0.33,126.2,0.123,engineering,Burnout
39.0,0.58,9.2,0.507,hr,Stressed
11.1,0.2,82.5,0.278,product,Burnout
38.2,0.57,91.8,0.471,product,Stressed
24.7,0.23,122.1,0.184,sales,Burnout
24.4,0.2,68.3,0.46,marketing,Burnout
10.7,0.28,45.6,0.133,hr,Burnout
36.1,0.62,96.9,0.497,product,Stressed
35.0,0.66,57.5,0.563,engineering,Stressed
40.5,0.79,14.4,0.777,sales,Healthy
52.4,1.09,18.5,0.711,sales,Healthy
0,0.09,68.5,0.377,sales,Burnout
44.7,0.5,22.6,0.573,engineering,Stressed
68.7,1.56,19.4,0.796,hr,Healthy
38.5,0.53,120.6,0.512,marketing,Stressed
36.4,0.45,55.4,0.389,engineering,Stressed
7.9,0.07,92.1,0.134,engineering,Burnout
65.7,0.83,36.8,0.852,engineering,Healthy
57.4,0.69,88.1,0.379,engineering,Stressed
44.4,1.55,7.0,0.737,engineering,Healthy
12.0,0.21,81.9,0.259,sales,Burnout
49.9,0.47,51.9,0.343,sales,Stressed
11.7,0.13,90.3,0.342,sales,Burnout
17.6,0.78,40.0,0.25,product,Stressed
48.7,1.17,2.8,0.865,marketing,Healthy
60.4,1.24,0,0.855,engineering,Healthy
48.9,0.94,19.9,0.791,engineering,Healthy
59.0,1.41,26.0,0.722,product,Healthy
64.2,0.25,79.7,0.387,marketing,Stressed
37.3,1.49,15.0,0.766,product,Healthy
16.4,0.13,81.8,0.29,marketing,Burnout
47.5,0.97,7.9,0.972,product,Healthy
28.5,1.22,0,0.715,marketing,Healthy
42.9,1.06,30.0,0.818,sales,Healthy
58.2,1.5,24.1,0.928,engineering,Healthy
54.1,0.93,63.3,0.423,product,Stressed
43.0,0.66,87.5,0.777,marketing,Stressed
30.8,0.5,52.1,0.43,product,Stressed
48.5,1.96,0,0.823,hr,Healthy
13.4,0.25,75.5,0.225,engineering,Stressed
35.9,0.26,40.0,0.095,sales,Burnout
31.3,0.22,55.7,0.336,sales,Burnout
33.7,0.45,83.1,0.717,product,Stressed
41.8,0.41,69.8,0.521,product,Stressed
12.0,0.14,114.0,0.316,product,Burnout
23.5,0.16,147.4,0.166,product,Burnout
48.1,0.43,75.3,0.929,sales,Stressed
51.6,1.02,16.8,0.859,engineering,Healthy
23.5,0.22,80.4,0.097,product,Burnout
52.7,1.0,18.3,0.772,product,Healthy
14.6,0.12,82.9,0.348,sales,Burnout
59.8,1.52,15.1,0.683,hr,Healthy
27.4,0.38,27.5,0.541,sales,Stressed
30.2,0.2,139.8,0.387,engineering,Burnout
67.5,0.68,6.6,0.819,hr,Healthy
14.8,0.65,58.1,0.517,product,Stressed
63.9,0.39,69.5,0.553,marketing,Stressed
31.3,0.35,51.8,0.54,marketing,Stressed
48.0,0.44,94.3,0.403,product,Stressed
36.9,1.42,17.3,0.756,hr,Healthy
28.6,0.24,62.3,0.335,product,Burnout
54.4,1.61,16.9,0.726,marketing,Healthy
60.1,1.19,0,0.838,product,Healthy
36.6,1.11,16.9,0.791,marketing,Healthy
53.2,0.9,0,0.909,engineering,Healthy
35.3,0.51,88.2,0.339,marketing,Stressed
54.1,0.66,10.7,0.823,marketing,Healthy
47.6,1.21,15.3,0.663,sales,Healthy
23.0,0.4,57.1,0.618,sales,Stressed
59.3,0.89,13.6,0.853,product,Healthy
38.9,1.42,3.2,0.829,engineering,Healthy
33.1,0.09,119.8,0.161,sales,Burnout
13.8,0.15,121.3,0.299,hr,Burnout
11.2,0.26,159.0,0.198,hr,Burnout
29.0,0.27,118.7,0.263,marketing,Burnout
45.6,1.52,13.0,0.765,sales,Healthy
39.5,0.49,71.1,0.345,product,Stressed
14.5,0.17,154.8,0.331,engineering,Burnout
8.8,0.07,47.2,0.203,sales,Burnout
12.0,0.21,97.8,0.369,marketing,Burnout
53.2,0.39,19.5,0.364,marketing,Stressed
28.0,0.51,43.1,0.614,engineering,Stressed
63.0,1.14,0,0.825,sales,Healthy
41.5,1.56,13.7,0.876,hr,Healthy
44.7,1.86,0,0.743,hr,Healthy
22.9,1.37,1.0,0.699,product,Healthy
52.5,0.61,61.9,0.616,engineering,Stressed
64.0,0.32,54.2,0.553,engineering,Stressed
11.7,0.44,61.9,0.566,hr,Stressed
27.1,0.19,64.2,0.544,marketing,Stressed
43.2,0.73,0,0.725,engineering,Healthy
19.6,0.29,35.1,0.372,sales,Burnout
16.4,0.52,61.0,0.352,engineering,Stressed
29.3,1.19,2.8,0.754,hr,Healthy
60.6,1.25,3.4,0.75,engineering,Healthy
7.5,0.11,11.3,0.134,product,Burnout
24.0,0.22,85.8,0.128,product,Burnout
72.4,0.35,20.0,0.668,product,Stressed
46.8,0.65,34.3,0.781,hr,Stressed
35.7,0.43,101.1,0.545,hr,Stressed
54.1,0.65,67.1,0.348,engineering,Stressed
53.5,1.97,8.9,0.818,hr,Healthy
66.0,1.44,17.1,0.732,marketing,Healthy
33.2,0.17,38.2,0.124,marketing,Burnout
20.7,0.15,88.2,0.168,marketing,Burnout
46.5,0.79,80.5,0.442,marketing,Stressed
46.7,1.38,1.1,0.732,hr,Healthy
51.0,0.57,82.7,0.46,hr,Stressed
9.2,0.15,40.7,0.338,product,Burnout
50.5,1.12,10.1,0.695,marketing,Healthy
67.1,0.7,10.5,0.704,marketing,Healthy
32.2,0.4,46.2,0.332,sales,Stressed
47.9,1.25,14.9,0.778,marketing,Healthy
25.2,0.63,71.6,0.723,marketing,Stressed
0,0.08,92.7,0.315,product,Burnout
17.2,0.17,69.9,0.27,product,Burnout
15.3,0.25,80.5,0.669,marketing,Stressed
6.4,0.24,146.9,0.292,hr,Burnout
75.0,1.3,10.4,0.733,marketing,Healthy
23.6,0.2,75.7,0.272,product,Burnout
56.6,1.1,15.4,0.784,marketing,Healthy
8.3,1.07,68.6,0.423,engineering,Stressed
54.8,1.08,15.7,0.796,product,Healthy
38.2,1.37,9.7,0.741,engineering,Healthy
31.5,0.89,2.8,0.822,sales,Healthy
39.0,1.35,34.7,0.612,product,Healthy
40.3,0.76,59.9,0.616,engineering,Stressed
23.4,0.39,106.1,0.29,hr,Burnout
50.3,1.55,24.2,0.904,hr,Healthy
65.2,0.86,51.7,0.566,marketing,Stressed
44.3,0.47,24.2,0.353,product,Stressed
9.2,0.1,182.7,0.216,sales,Burnout
0,0.05,74.2,0.189,sales,Burnout
45.1,0.63,82.5,0.408,hr,Stressed
45.0,1.17,0.8,0.951,hr,Healthy
60.4,0.55,81.4,0.13,hr,Stressed
26.2,0.11,83.8,0.417,product,Burnout
32.3,0.69,32.5,0.54,hr,Stressed
11.5,0.14,157.4,0.4,sales,Burnout
43.0,1.26,19.7,0.777,marketing,Healthy
35.8,0.86,8.9,0.725,hr,Healthy
18.0,0.12,163.0,0.0,product,Burnout
14.0,0.23,98.5,0.36,engineering,Burnout
6.2,0.27,59.4,0.233,marketing,Burnout
20.4,0.05,146.2,0.259,marketing,Burnout
50.4,1.33,15.8,0.865,engineering,Healthy
46.6,0.29,36.9,0.486,marketing,Stressed
56.6,0.64,68.9,0.323,hr,Stressed
48.2,0.66,81.5,0.452,sales,Stressed
34.0,0.24,100.6,0.244,engineering,Stressed
52.3,0.75,17.2,0.901,marketing,Healthy
38.0,0.63,29.0,0.94,product,Healthy
36.4,1.31,6.9,1.0,sales,Healthy
21.4,0.59,42.9,0.268,sales,Stressed
31.9,0.1,63.1,0.33,engineering,Stressed
36.6,0.46,9.8,0.784,marketing,Healthy
38.5,0.21,80.4,0.6,product,Stressed
16.6,0.34,59.1,0.337,marketing,Burnout
52.4,0.98,29.2,0.806,sales,Healthy
46.6,1.14,21.0,0.715,marketing,Healthy
35.0,1.07,16.7,0.837,engineering,Healthy
50.9,1.68,3.9,0.81,engineering,Healthy
26.3,0.27,110.3,0.509,engineering,Burnout
15.6,0.29,69.5,0.46,marketing,Burnout
56.9,1.33,31.5,0.727,marketing,Healthy
52.7,1.21,1.1,0.86,hr,Healthy
11.7,0.12,72.3,0.322,sales,Burnout
8.7,0.2,37.1,0.274,engineering,Burnout
20.1,0.15,123.7,0.325,product,Burnout
19.0,0.2,24.5,0.273,hr,Burnout
27.9,0.13,129.4,0.142,marketing,Burnout
60.0,1.35,9.9,0.779,engineering,Healthy
20.8,0.25,35.7,0.335,engineering,Burnout
37.3,1.31,15.3,1.0,product,Healthy
19.1,0.45,71.3,0.014,sales,Burnout
61.8,0.52,64.2,0.454,product,Stressed
25.7,0.67,45.8,0.43,product,Stressed
48.7,0.94,1.1,0.776,sales,Healthy
4.1,0.52,92.4,0.372,engineering,Stressed
44.2,0.71,26.0,0.392,engineering,Stressed
35.3,0.83,3.9,0.902,product,Healthy
21.2,0.25,102.7,0.233,marketing,Burnout
49.8,1.1,12.7,0.675,engineering,Healthy
21.5,0.41,53.6,0.075,engineering,Burnout
22.1,0.53,55.7,0.396,sales,Stressed
20.0,0.11,76.6,0.286,engineering,Burnout
16.4,0.65,62.8,0.513,sales,Stressed
50.9,1.09,21.0,0.688,engineering,Healthy
17.5,0.33,61.5,0.241,engineering,Burnout
10.8,0.19,17.1,0.405,sales,Burnout
39.9,1.25,7.6,0.745,engineering,Healthy
51.3,1.47,9.7,0.724,engineering,Healthy
19.7,0,164.0,0.275,product,Burnout
22.9,0.74,57.8,0.668,marketing,Stressed
53.3,1.29,2.8,0.713,engineering,Healthy
66.1,0.88,2.5,0.78,hr,Healthy
28.2,0.19,58.8,0.297,engineering,Burnout
38.5,0.62,49.6,0.662,engineering,Stressed
24.9,0.04,71.1,0.699,product,Stressed
10.1,0.18,97.0,0.514,product,Burnout
32.2,0,106.9,0.259,product,Stressed
8.6,0.19,175.4,0.402,product,Burnout
44.1,0.45,67.3,0.531,sales,Stressed
54.5,0.86,12.7,0.871,marketing,Healthy
42.7,0.58,10.8,0.621,hr,Stressed
9.0,0.19,29.3,0.195,hr,Burnout
37.3,0.67,3.3,0.762,hr,Healthy
63.0,1.34,21.2,0.778,hr,Healthy
26.5,0.31,138.5,0.353,hr,Burnout
25.5,0.9,64.7,0.394,product,Stressed
22.8,0.2,109.6,0.142,sales,Burnout
48.8,0.55,85.7,0.739,product,Stressed
33.7,0.23,59.2,0.293,sales,Burnout
47.2,1.45,6.6,0.742,hr,Healthy
12.3,0.13,118.3,0.465,hr,Burnout
71.8,1.62,6.6,0.789,marketing,Healthy
38.5,1.25,1.3,0.771,hr,Healthy
51.4,1.13,3.9,0.83,engineering,Healthy
12.5,0.02,120.6,0.141,sales,Burnout
37.0,0.77,12.6,0.818,engineering,Healthy
44.5,0.62,77.7,0.176,sales,Stressed
36.3,0.58,86.0,0.486,hr,Stressed
13.7,0.44,27.2,0.507,product,Stressed
32.4,0.75,53.5,0.727,engineering,Stressed
53.4,1.01,0,0.67,hr,Healthy
17.5,0.12,96.0,0.175,hr,Burnout
15.6,0.24,76.7,0.405,hr,Burnout
30.5,1.37,13.3,0.605,product,Healthy
51.5,1.4,0,0.866,engineering,Healthy
38.2,0.56,26.3,0.454,marketing,Stressed
38.0,0.35,69.6,0.569,engineering,Stressed
28.8,0.4,50.2,0.416,hr,Stressed
26.7,0.28,67.2,0.495,marketing,Burnout
46.6,1.3,43.2,0.796,sales,Healthy
12.7,0.22,125.4,0.201,hr,Burnout
24.1,0.21,20.5,0.106,sales,Burnout
26.9,0.2,131.1,0.229,engineering,Burnout
57.7,1.19,9.4,0.808,marketing,Healthy
40.7,1.01,14.6,0.789,sales,Healthy
16.4,0.31,64.3,0.358,sales,Burnout
29.2,0.2,40.6,0.205,sales,Stressed
24.7,0.04,86.9,0.39,marketing,Burnout
32.1,0.67,57.8,0.25,product,Stressed
13.6,0.35,92.3,0.637,product,Stressed
44.3,1.03,91.7,0.487,engineering,Stressed
43.2,1.25,18.0,0.788,sales,Healthy
14.4,0.14,91.5,0.339,hr,Burnout
34.9,0.46,28.6,0.357,product,Stressed
58.9,0.96,17.7,0.782,product,Healthy
10.6,0.3,109.1,0.258,hr,Burnout
23.1,0.46,59.1,0.239,sales,Stressed
1.5,0.05,168.8,0.31,engineering,Burnout
24.4,0.63,68.3,0.626,hr,Stressed
35.2,1.7,26.9,0.665,hr,Healthy
40.4,0.27,108.0,0.414,marketing,Burnout
51.9,1.65,35.4,0.749,marketing,Healthy
52.5,0.78,0.5,0.928,product,Healthy
31.5,0.6,108.8,0.414,hr,Stressed
25.7,0.23,58.0,0.18,product,Burnout
60.9,0.1,80.1,0.639,hr,Stressed
11.8,0.06,53.1,0.296,marketing,Burnout
48.1,0.85,3.6,0.696,hr,Healthy
22.2,0.86,51.8,0.542,product,Stressed
17.7,0.18,118.1,0.397,product,Burnout
54.1,0.56,32.2,0.479,engineering,Stressed
26.5,0.28,45.0,0.228,product,Burnout
59.3,1.45,17.2,0.66,marketing,Healthy
26.6,0.17,129.1,0.314,sales,Burnout
20.9,0.29,85.7,0.391,hr,Burnout
10.7,0.16,133.8,0.366,marketing,Burnout
53.8,0.64,11.6,0.73,hr,Healthy
22.1,0.21,93.6,0.333,engineering,Burnout
27.8,0.23,115.8,0.136,sales,Burnout
46.7,0.6,2.6,0.629,marketing,Stressed
44.0,0.65,82.4,0.524,sales,Stressed
1.4,0.19,104.3,0.388,product,Burnout
33.2,0.68,66.8,0.587,product,Stressed
16.1,0.15,97.9,0.148,marketing,Burnout
40.1,1.37,28.5,0.781,product,Healthy
61.0,1.42,12.2,0.751,sales,Healthy
57.9,0.64,76.9,0.29,engineering,Stressed
11.2,0.54,83.0,0.62,product,Stressed
40.9,1.07,26.0,0.848,marketing,Healthy
50.6,1.35,14.4,0.867,marketing,Healthy
55.0,0.5,85.2,0.509,hr,Stressed
47.6,0.57,50.3,0.612,marketing,Stressed
39.0,1.54,18.9,0.713,sales,Healthy
39.2,0.58,59.8,0.674,hr,Stressed
67.8,1.14,24.8,0.579,product,Healthy
36.8,0.91,33.0,0.552,hr,Stressed
15.0,0.2,85.8,0.242,engineering,Burnout
38.4,1.9,20.6,0.705,hr,Healthy
37.0,1.22,14.5,0.775,engineering,Healthy
15.7,0.19,119.5,0.299,hr,Burnout
45.6,1.26,7.0,0.612,engineering,Healthy
27.3,0.2,19.6,0.224,product,Burnout
29.7,1.13,11.6,1.0,product,Healthy
49.8,1.16,13.5,0.826,sales,Healthy
37.4,0.81,22.1,0.824,sales,Healthy
16.9,0.18,62.7,0.091,sales,Burnout
33.5,0.04,143.4,0.363,product,Burnout
15.2,0.15,159.7,0.215,sales,Burnout
25.8,1.39,3.5,0.708,product,Healthy
52.6,1.06,10.7,0.873,engineering,Healthy
30.8,0.66,60.9,0.283,sales,Stressed
67.4,1.62,12.3,0.837,sales,Healthy
48.2,1.36,16.2,0.673,product,Healthy
11.2,0.31,37.9,0.61,product,Stressed
19.6,0.26,37.0,0.321,sales,Burnout
17.7,0.57,49.7,0.442,engineering,Stressed
40.0,0.59,41.6,0.382,engineering,Stressed
19.9,0.57,76.6,0.565,hr,Stressed
35.3,0.59,50.8,0.263,product,Stressed
37.9,0.38,70.5,0.848,product,Stressed
8.1,0.52,76.3,0.312,sales,Stressed
38.2,0.57,87.7,0.599,marketing,Stressed
19.3,0.18,142.5,0.203,engineering,Burnout
17.0,0.19,86.2,0.356,sales,Burnout
33.1,0.9,54.2,0.767,hr,Stressed
18.8,0.32,14.1,0.333,product,Burnout
33.3,0.19,126.5,0.44,sales,Burnout
21.3,0.34,76.1,0.319,product,Burnout
53.3,1.63,1.5,0.714,marketing,Healthy
38.2,0.31,73.5,0.569,sales,Stressed
54.7,1.21,14.3,0.759,product,Healthy
10.2,0,125.9,0.449,marketing,Burnout
17.0,0.28,104.4,0.203,hr,Burnout
20.3,0.22,0,0.253,hr,Burnout
50.0,0.4,64.3,0.4,hr,Stressed
45.2,1.8,7.0,0.836,hr,Healthy
17.2,0.17,100.2,0.413,marketing,Burnout
30.0,0.45,4.8,0.348,sales,Stressed
44.8,1.27,1.7,0.798,product,Healthy
10.5,0.08,99.5,0.433,product,Burnout
45.8,0.33,58.9,0.571,engineering,Stressed
61.8,0.76,43.2,0.508,product,Stressed
58.0,1.3,15.7,0.772,marketing,Healthy
40.6,0.28,33.9,0.486,marketing,Stressed
20.3,0.24,20.0,0.205,engineering,Burnout
16.7,0.21,68.4,0.391,product,Burnout
35.7,0.22,102.2,0.238,engineering,Burnout
41.5,1.27,20.2,0.706,hr,Healthy
46.3,1.3,23.5,0.959,marketing,Healthy
47.4,1.25,13.4,0.793,sales,Healthy
15.1,0.25,93.7,0.102,engineering,Burnout
50.7,0.26,30.1,0.276,engineering,Stressed
52.1,1.28,0,0.879,engineering,Healthy
28.6,0.23,18.1,0.678,sales,Healthy
13.9,0.31,4.6,0.227,product,Burnout
20.0,0.27,65.1,0.737,hr,Stressed
7.3,0.1,103.4,0.277,engineering,Burnout
29.3,0.39,93.1,0.244,hr,Burnout
22.6,0.66,51.4,0.636,marketing,Stressed
34.6,0.12,48.6,0.29,engineering,Burnout
56.7,0.75,0,0.842,engineering,Healthy
28.2,0.54,1.1,0.539,engineering,Stressed
46.4,1.3,19.5,0.886,engineering,Healthy
25.3,0.2,49.6,0.426,sales,Burnout
15.8,0.14,39.9,0.279,sales,Burnout
40.9,0.15,99.2,0.438,product,Stressed
49.0,1.35,15.8,0.819,engineering,Healthy
29.0,0.09,198.9,0.232,marketing,Burnout
48.2,0.33,26.1,0.917,marketing,Healthy
39.1,0.42,25.8,0.508,product,Stressed
24.4,0.65,56.2,0.652,engineering,Stressed
17.9,0.3,86.8,0.476,sales,Burnout
53.1,0.52,35.3,0.547,product,Stressed
16.8,0.32,76.8,0.246,sales,Stressed
41.6,0.61,29.8,0.548,hr,Stressed
30.9,0.41,88.5,0.171,sales,Burnout
48.4,1.18,5.9,0.804,sales,Healthy
36.2,0.53,37.6,0.363,sales,Stressed
50.8,0.41,108.7,0.66,hr,Stressed
8.4,0.24,158.9,0.216,engineering,Burnout
22.7,0.29,83.8,0.316,marketing,Burnout
41.6,1.15,24.2,0.599,product,Healthy
51.1,1.51,11.8,0.808,sales,Healthy
43.9,1.16,16.4,0.894,hr,Healthy
57.5,1.05,23.8,0.911,hr,Healthy
43.8,1.17,5.5,0.858,marketing,Healthy
47.1,0.3,102.5,0.467,hr,Stressed
64.5,1.49,24.0,0.712,sales,Healthy
26.0,0.13,32.9,0.315,sales,Burnout
67.1,1.06,2.6,0.812,hr,Healthy
63.4,0.44,13.2,0.745,marketing,Healthy
19.7,0.38,54.9,0.414,product,Stressed
20.9,0,123.0,0.301,product,Burnout
32.1,0.28,93.8,0.269,hr,Burnout
45.2,0.55,2.8,0.823,sales,Healthy
39.2,0.42,87.4,0.439,marketing,Stressed
35.2,1.01,7.2,0.903,product,Healthy
48.0,1.49,13.1,0.718,product,Healthy
53.4,0.81,12.1,0.709,marketing,Healthy
14.2,0.24,122.5,0.455,marketing,Burnout
45.7,0.53,8.5,0.895,product,Healthy
7.7,0.17,53.2,0.281,product,Burnout
13.7,0.77,56.7,0.587,marketing,Stressed
26.3,0.17,58.9,0.629,marketing,Stressed
44.8,0.78,29.0,0.847,engineering,Healthy
72.0,1.05,58.9,0.485,engineering,Stressed
33.1,1.1,26.7,0.881,engineering,Healthy
59.7,1.08,19.8,0.774,hr,Healthy
37.3,1.54,16.0,0.659,marketing,Healthy
29.4,0.4,94.6,0.363,hr,Burnout
